druh,obsah,datace,zobrazeno,xid,signatura,start_date,end_date,geolocation_position_lon,geolocation_position_lat,geolocation_type,geolocation_endpoint,autor,poznámka,scan_count,scan_previews,scan_zoomify_paths
pozitiv,Pohled na plastiku vázy v zahradě Trojského zámku (dům čp. 1 v Troji).,,28x,A14CE959B67611DF820F00166F1163D4,VI 41/26,,,14.4124,50.11648,regional.address,geocode,,,,[],[]
negativ,Vchod do Královské zahrady na Hradčanech.,1904,21x,A0C5157AB67611DF820F00166F1163D4,VIII 48,1904-01-01,1904-12-31,14.40525,50.09394,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled na dům čp. 181 a kostel sv. Salvátora v Karlově ulici na Starém Městě.,kol.1920,110x,A14CDBDCB67611DF820F00166F1163D4,I 86,1920-01-01,1920-12-31,14.41609,50.08608,regional.address,geocode,,,,[],[]
pozitiv,Pohled do zahrady a na salu terrenu Valdštejnského paláce (dům čp. 17 na Malé Straně).,,26x,A14CE398B67611DF820F00166F1163D4,VI 9/7 a,,,14.40535,50.09003,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,Pohled na kostel sv. Lazara v Malé Lazarské ulici na Novém Městě krátce před zbořením.,1898-1900,38x,A0C4F454B67611DF820F00166F1163D4,VIII 568,1898-01-01,1900-12-31,14.42152,50.07923,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled z Barrandovské skály na kamenitou stráň a vpravo v pozadí na Braník. Součást panoramatu.,15.4.1926,83x,AFCCA796B5BF11E3B6F7D4BED94BB14D,I 9925,1926-04-15,1926-04-15,14.40232,50.03758,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
negativ,Pohled na portál a znak na domě čp. 412 na Výtoni (bývalá celnice) v Podskalí na Novém Městě.,20.2.1905,52x,A0C50A6BB67611DF820F00166F1163D4,VIII 393,1905-02-20,1905-02-20,14.41538,50.06785,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,"Pohled na portál domu čp. 90 (""Lužický seminář"") v Lužické ulici (dnes U Lužického semináře) na Malé Straně.",26.6.1906,16x,A1188D4CB67611DF820F00166F1163D4,VI 20/18,1906-06-26,1906-06-26,14.4084,50.08754,regional.address,geocode,,,,[],[]
pozitiv,Celkový pohled na kapličku č. 12 Svaté cesty do Staré Boleslavi na staré polní cestě z Vysočan do Kbel (v místech Na Klíčově jižně od ulice Čakovická).,7.8.1927,115x,6222C9400AE711E7A90B406186009F3A,A 3516,1927-08-07,1927-08-07,14.50532,50.11834,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
pozitiv,Pohled do nádvoří domu čp. 639 (Ungelt) na Starém Městě - arkády.,22.6.1945,22x,A1188C17B67611DF820F00166F1163D4,I 8380,1945-06-22,1945-06-22,14.42333,50.08809,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,"Odhalení pamětní desky od L. Šalouna na Obecním domě (dům čp. 1090 na Starém Městě). Zprava Vojtěch Dolejš (prezident policie), ministr Josef Matoušek, primátor Karel Baxa.",28.10.1931,88x,A1187F12B67611DF820F00166F1163D4,I 1824,1931-10-28,1931-10-28,14.42825,50.08762,regional.address,geocode,,,,[],[]
negativ,Výstava prací žáků Pomocné školy v Praze I. u sv. Jakuba na Staroměstské radnici.,30.6.1909,21x,06FE0C9112E811E2A6B56C626D41E503,XII 1171,1909-06-30,1909-06-30,14.42455,50.08856,regional.address,suggest,Eckert-ateliér,,0.0,[],[]
pozitiv,Pohled na vstupní portál domu čp. 3 v Thunovské ulici na Malé Straně.,7.7.1906,20x,A1188122B67611DF820F00166F1163D4,VI 20/3,1906-07-07,1906-07-07,14.40377,50.08814,regional.address,suggest,,,,[],[]
pozitiv,Pohled na umělou romantickou zříceninu (rozhlednu) v zahradě usedlosti Cibulka v Košířích (dům čp. 118).,říjen 1924,50x,A1188C0DB67611DF820F00166F1163D4,I 4614,1924-10-01,1924-10-31,14.35655,50.06696,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,,[],[]
pozitiv,"Pohled do pasáže domu čp. 957 v ulici Na Příkopě na Starém Městě (""Velký bazar"").",,59x,EC0EE003711E11E2BF15525400E46D25,I 9703,,,14.42588,50.08592,regional.address,geocode,,,,[],[]
negativ,Portál hlavního vchodu kostela sv. Mikuláše na Starém Městě.,listopad 1905,18x,C351C3C29E3611E3B7D600110989F46F,XI 61,1905-11-01,1905-11-30,14.4199,50.08778,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
pozitiv,Pohled na náhrobky na Starém židovském hřbitově v Josefově.,1908,33x,A14CE8D4B67611DF820F00166F1163D4,VI 12/3 p,1908-01-01,1908-12-31,14.45094,50.08172,poi,suggest,,,,[],[]
negativ,Pohled na nástropní fresku kostela sv. Františka Serafinského na Křižovnickém náměstí na Starém Městě - detail.,27.6.-16.7.1903,17x,330A0F980BC811E2AEA36C626D41E503,XII 938,,,14.41405,50.08641,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,Pohled na severní stranu Maltézského náměstí s domem čp. 292 (Zelený křížek) na Malé Straně. Vlevo sousoší sv. Jana Křtitele.,14.9.1930,21x,4046F80B157211E39CC26C626D41E503,I 9778,1930-09-14,1930-09-14,14.4051,50.08666,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Socha apoštola Bartoloměje z orloje Staroměstské radnice (dům čp. 1 na Starém Městě) na Staroměstském náměstí po restaurování.,říjen 1930,37x,87F5FB64D39411E8A2B874D435EEBE90,Voj 4105,1930-10-01,1930-10-31,14.34054,50.07267,regional.address,suggest,"Vojta, Tomáš (1885-1934)",,0.0,[],[]
pozitiv,Pohled na dům čp. 490 (palác Metychů z Čečova - Hrzánský) na Velkopřevorském náměstí na Malé Straně v zimě.,kol.1920,28x,01C46EEB04FC11E3A4F66C626D41E503,I 9748,1920-01-01,1920-12-31,14.40739,50.08615,regional.address,geocode,"Rázek, Antonín",,,[],[]
pozitiv,"Stavba přístavu v Libni - pohled na starou zástavbu v Budečské ulici (dnes ulice U Českých loděnic). V pozadí vpravo Löwittův mlýn (dům čp. 40) v Libni, vlevo Rokytka.",1894-1895,109x,DD9767E16D7011E88D0474D435EEBE90,V 18/13 r,1894-01-01,1895-12-31,14.46917,50.10746,regional.address,geocode,,,0.0,[],[]
pozitiv,"Pohled do dvora zámku v Jinonicích (dům čp. 1 - dvůr, statek) - severní strana středního dvorního traktu.",22.4.1930,26x,A14CE300B67611DF820F00166F1163D4,I 4258,1930-04-22,1930-04-22,14.35413,50.0556,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
negativ,Pohled na hlavní vchod z vnitřku kostela sv. Mikuláše na Malé Straně.,6.10.1907,14x,4606B92ADB6D11E3BB45406186009F3A,XI 415,1907-10-06,1907-10-06,14.4032,50.08835,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
pozitiv,Stavba veřejného skladiště (dům čp. 1366) v holešovickém přístavu.,1927,185x,A0C4FCB2B67611DF820F00166F1163D4,V 17/7 a,1927-01-01,1927-12-31,14.45723,50.10912,regional.address,geocode,"Bruner-Dvořák, Rudolf (1864-1921)",,,[],[]
pozitiv,"Pohled na domy (zleva) čp. 705 (""U Zlaté štiky"") a 704 (""U Zlaté krávy"") na nároží ulic Dlouhé (vlevo) a Masné na Starém Městě před zbořením v roce 1912.",2.4.1912,48x,A14CEA35B67611DF820F00166F1163D4,VI 47/36,1912-04-02,1912-04-02,14.42347,50.08969,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,"Pohled na domy zleva čp. 883 na Starém Městě, čp. 201 a čp. 200 v Josefově v Pařížské ulici na Starém Městě.",13.10.1945,62x,47A50BEE701611E997F474D435EEBE90,A 16411,1945-10-13,1945-10-13,14.41868,50.08806,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
negativ,"Pohled na maškarní průvod (""karneval umělců"") na Staroměstském náměstí.",1907,30x,0552B28884FF11E3B891D4BED94BB14D,X 15,1907-01-01,1907-12-31,14.41994,50.08663,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,,[],[]
pozitiv,Socha Atlanta s hvězdným globem sejmutá během opravy z věže Klementina (dům čp. 190) na Starém Městě.,5.6.1914,17x,BC66F210B77F11E4AB55406186009F3A,V 4/4 f,1914-06-05,1914-06-05,14.4172,50.08697,regional.address,geocode,,,,[],[]
pozitiv,Pohled do dvora domu čp. 463 s pavlačemi na Starém Městě.,2.5.1913,13x,A14CEA2FB67611DF820F00166F1163D4,VI 57/5 b,1913-05-02,1913-05-02,14.42052,50.08568,regional.address,geocode,,,,[],[]
negativ,Pohled od Štvanice na holešovické nábřeží v místech dnešního nábřeží Kpt. Jaroše. Vpravo provizorní dřevěný most přes Štvanici (předchůdce Hlávkova mostu).,9.2.1905 (1906),59x,A0C506ADB67611DF820F00166F1163D4,VIII 615,,,14.43399,50.09709,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,Pohled na sgrafitovou výzdobu domu čp. 1614 v Sokolské ulici na Novém Městě.,5.3.1908,16x,8DBC5918074811E48CE60024BE7CD9AC,XI 547,1908-03-05,1908-03-05,14.42932,50.07667,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
negativ,Děti z útulku shromážděné na Letenské pláni.,1908,43x,0754D4BB6F0711E4B6A20024BE7CD9AC,XI 621,1908-01-01,1908-12-31,14.42032,50.09595,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
pozitiv,Pohled na průčelí domu čp. 103 do Loretánské ulice na Hradčanech.,23.9.1907,37x,A14CDD8AB67611DF820F00166F1163D4,I 9118,1907-09-23,1907-09-23,14.39277,50.08823,regional.address,geocode,"Klíma, Alois, Ing. (1873-1955)",,,[],[]
negativ,"Pohled na rybníček v Městských sadech (dnes Vrchlického sady) na Novém Městě. V pozadí Wilsonovo nádraží (dům čp. 300) na Vinohradech - nádraží císaře Františka Josefa I., Hlavní.",1905-1915,42x,7fb1b486c9554fab8f16783f31c05431,IX 218 d,1905-01-01,1915-12-31,14.43549,50.08356,regional.address,geocode,Bellmann-ateliér,,,[],[]
pozitiv,"Pohled do dvora Melantrichova domu (čp. 471 na Starém Městě - ""U Dvou velbloudů"") - loggie.",kol.1890,40x,A0C510B1B67611DF820F00166F1163D4,VI 2/12 c,1890-01-01,1890-12-31,14.42091,50.08566,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,Průhled Jindřišskou ulicí. Uprostřed zvonice kostela sv. Jindřicha na Novém Městě.,1881,52x,30B74BD5182311E0BDBC000C766D2371,XII 120,1881-01-01,1881-12-31,14.42997,50.0851,poi,suggest,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
negativ,Reprodukce nákresu kostela P. Marie Vítězné v Karmelitské ulici na Malé Straně.,28.8.1911,2x,219B94EA754A11E8857074D435EEBE90,XI 3192,1911-08-28,1911-08-28,14.42404,50.09215,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
pozitiv,Pohled na stavbu plavební komory u ostrova Štvanice. V pozadí Negrelliho viadukt.,13.10.1908,90x,0A55E1C64FFF11E6A54A000C76270B94,I 11735,1908-10-13,1908-10-13,14.43872,50.09489,poi,suggest,,,,[],[]
pozitiv,"Pohled do Husovy ulice směrem k severu. Zleva domy čp. 227, 228 (nově opravený), 229 a 156. V pozadí Clam Gallasův palác čp. 158 na Starém Městě.",30.8.1935,46x,24290DD504D711E3A4F66C626D41E503,I 9738,1935-08-30,1935-08-30,14.41798,50.086,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled na jednu z budov Radlické mlékárny na Strakonické ulici.,1959,126x,A11869D5B67611DF820F00166F1163D4,I 1501,1959-01-01,1959-12-31,14.41072,50.06155,regional.address,geocode,"Roleček, Jiří",,,[],[]
negativ,Pohled na vstupní portál domu čp. 597 (Millesimovský palác) v Celetné ulici na Starém Městě.,20.6.1909,42x,F4E998FA12E511E2A6B56C626D41E503,XII 1167,1909-06-20,1909-06-20,14.42402,50.08722,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
negativ,Celkový pohled na průčelí domu čp. 1030 v Korunní ulici na Vinohradech.,29.7.-3.9.1906,67x,A11867EAB67611DF820F00166F1163D4,VIII 277,,,14.44297,50.07522,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,"Pohled do nádvoří Klementina s kašnou (dům čp. 190, 1040 na Starém Městě).",kol.1890,21x,A11867D2B67611DF820F00166F1163D4,VIII 661,1890-01-01,1890-12-31,14.41659,50.08616,poi,suggest,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled na staré řečiště Vltavy z provizorního dřevěného mostu (Libeňského) směrem k Holešovickému přístavu.,12.8.1923,133x,E3A473E3A74D11E6BBBD406186009F3A,A 158,1923-08-12,1923-08-12,14.45594,50.10334,regional.street,suggest,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
pozitiv,"Pohled na boční terasu kostela sv. Havla, vpravo klášter obutých karmelitánů u sv. Havla (dům čp. 539) na Starém Městě.",24.9.1935,5x,1095382eec8e45409a88eb2d5620be4a,A 9766,1935-09-24,1935-09-24,14.4228,50.08549,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
pozitiv,Pohled na vltavské koryto a východní část ostrova Štvanice z holešovického břehu. V pozadí Negrelliho viadukt a Hlávkův most.,12.8.1923,148x,B6A18DBFAFCA11E6A753406186009F3A,A 176,1923-08-12,1923-08-12,14.44531,50.09841,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
negativ,"Pohled na dům čp. 23 (""Královka"" ) v Košířích.",,63x,A14CE45DB67611DF820F00166F1163D4,X 2582,,,14.37543,50.07011,regional.address,geocode,,,,[],[]
negativ,Pohled na trafiku na Karlově náměstí.,27.5.1911,49x,54E45D70CC9611E89DA974D435EEBE90,XI 1809,1911-05-27,1911-05-27,14.42112,50.07643,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
pozitiv,Pohled na Libeňský zámeček - dům čp. 1.,8.2.1908,81x,A0C4FDF5B67611DF820F00166F1163D4,II 901,1908-02-08,1908-02-08,14.47054,50.10822,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,,[],[]
negativ,Pohled do interiéru kostela sv. Vavřince v Černovičkách.,[1863-1945],9x,A4FA6E8592D711E193C36C626D41E503,XII 514,,,14.25948,50.1417,regional.address,geocode,Eckert,Datace neznámá. Za účelem vyhledávání byla nastavena na časový rozsah celé sbírky.,0.0,[],[]
pozitiv,Pohled na Podhoří v Troji s Vltavou.,jaro 1915,11x,0D73B60F2BD011E69C9A406186009F3A,F 539,1915-03-21,1915-06-20,14.41135,50.11784,regional.address,geocode,"Fink, František (1854-1935)",,0.0,[],[]
CD-ROM,Pohled do zahrady Trojského zámku při povodni 14.8.2002 v poledne.,14.8.2002,24x,A11880C1B67611DF820F00166F1163D4,XXII 1/30 a,2002-08-14,2002-08-14,14.4124,50.11648,regional.address,geocode,"Malec, Milan - Malcová, Alena",,0.0,[],[]
pozitiv,Pohled do interiéru kostela sv. Jiří na Pražském hradě na Hradčanech - hlavní loď.,kol.1900,16x,A14CEB22B67611DF820F00166F1163D4,VI 63/29,1900-01-01,1900-12-31,14.40472,50.09566,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,"Pohled na tympanon domu čp. 869 (""U Tří mušketýrů"") na Senovážném náměstí na Novém Městě.",březen 1906,45x,75E70FE2A85C11E3A595406186009F3A,XI 124,1906-03-01,1906-03-31,14.42907,50.0856,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
pozitiv,Pohled na plastiku vázy v zahradě Trojského zámku (dům čp. 1 v Troji).,,27x,A14CE94DB67611DF820F00166F1163D4,VI 41/14,,,14.4124,50.11648,regional.address,geocode,,,,[],[]
pozitiv,Pohled na vycpaného koně Albrechta z Valdštejna v interiéru Valdštejnského paláce (dům čp. 17 na Malé Straně).,,36x,A14CEB3AB67611DF820F00166F1163D4,VI 60/18 d,,,14.40535,50.09003,regional.address,geocode,"Eckert, Jindřich (1833-1905)","Eckert, Jindřich - Eckert-ateliér (repro)",,[],[]
negativ,Pohled na závěr Karlova mostu s Malostranskými mostními věžemi - reprodukce.,kol.1890,37x,DEBD291DA2A511E293F36C626D41E503,X 715,1890-01-01,1890-12-31,14.40684,50.08724,poi,suggest,,,,[],[]
pozitiv,Pohled na plastiku vázy v zahradě Trojského zámku (dům čp. 1 v Troji).,,26x,A14CE957B67611DF820F00166F1163D4,VI 41/24,,,14.4124,50.11648,regional.address,geocode,,,,[],[]
negativ,Pohled na nástropní fresku kostela sv. Františka Serafinského na Křižovnickém náměstí na Starém Městě - detail.,27.6.-16.7.1903,16x,91706A530BC711E2AEA36C626D41E503,XII 932,,,14.41405,50.08641,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
negativ,Socha sv. Víta na Karlově mostě. V pozadí domy na Kampě.,20.10.1907,66x,90C84FEF3DDA11E0BDF1000C766D2371,XII 224,1907-10-20,1907-10-20,14.41126,50.0865,poi,suggest,Eckert-ateliér,,0.0,[],[]
negativ,Pohled do interiéru školy čp. 517 v Ječné ulici na Novém Městě (česká státní reálka) - chodba.,kol.1890,45x,62CC07AB87E911E2BF21525400E46D25,VIII 1359,1890-01-01,1890-12-31,14.42601,50.07543,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,"Pohled na kolonii nových rodinných domků v Čechově čtvrti v Modřanech od západu - dům ""Čerkes"".",23.1.1911,48x,059130931D1F11E287846C626D41E503,XII 1256,1911-01-23,1911-01-23,14.4129,50.00766,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
pohlednice,Celkový pohled na budovu Magistrátu hlavního města Prahy (dům čp. 2) na Mariánském náměstí na Starém Městě.,1914,36x,A14CDD04B67611DF820F00166F1163D4,I 9299,1914-01-01,1914-12-31,14.41783,50.08711,regional.address,geocode,,,,[],[]
pozitiv,Pohled do Patočkovy ulice s usedlostí Malovanka (dům čp. 34 v Břevnově - dnes dům čp. 123 ve Střešovicích).,kol.1950,114x,A14CDC43B67611DF820F00166F1163D4,II 181,1950-01-01,1950-12-31,14.37935,50.08823,regional.address,geocode,"Dub, Václav (dokumenty 1928-1983)",,,[],[]
pozitiv,Pohled na část průčelí s portálem domu čp. 56 (německé dívčí lyceum) ve Vladislavově ulici na Novém Městě.,,32x,E3FA88659C4511E2B0DE6C626D41E503,VI 37/35 b,,,14.42101,50.08085,regional.address,geocode,Adler-ateliér,,,[],[]
pozitiv,"Panoramatický pohled na Prahu z Mariánské bašty (od severozápadu) ""Praha roku 1894"". Vlevo ostrov Štvanice, vpravo Pražský hrad a rozhledna na Petříně. V popředí zleva Občanská plovárna, Jezuitská zahrada, Klárov, Malá Strana. V pozadí za řekou nábřeží Na Františku, Dvořákovo nábřeží, Rudolfinum (dům čp. 79 na Starém Městě), Uměleckoprůmyslová škola (dům čp. 80 na Starém Městě), Alšovo nábřeží, Železná lávka, Karlův most.",1894,126x,A0C514FBB67611DF820F00166F1163D4,VI 77/2 c,1894-01-01,1894-12-31,14.41492,50.0931,regional.address,geocode,"Bellmann, Karel",,,[],[]
negativ,Zvony z kostela Nejsvětější Trojice v Podskalí v Trojické ulici na Novém Městě sejmuté za 1. světové války k roztavení.,1914-1918,38x,C1C632A8D37211E8AE88406186009F3A,XI 3811,1914-01-01,1918-12-31,14.41597,50.07061,regional.address,geocode,,,0.0,[],[]
pozitiv,Socha Kronikáře a Filozofa z orloje v jižním průčelí Staroměstské radnice (dům čp. 1 na Starém Městě) na Staroměstském náměstí před restaurováním.,21.9.1911,36x,E53ED67D90EA11E8B3B474D435EEBE90,V 69/15 d,1911-09-21,1911-09-21,14.42009,50.087,regional.address,suggest,"Kříženecký, Jan (1868-1921)",,,[],[]
pozitiv,Celkový pohled na kostel sv. Filipa a Jakuba na Zlíchově od Vltavy.,kol.1955,78x,AD3C6D06273211E287E86C626D41E503,I 9657,1955-01-01,1955-12-31,14.40772,50.0455,regional.address,geocode,"Růžička, Jar.",,,[],[]
pozitiv,Pohled na portikus kostela sv. Ignáce na Karlově náměstí na Novém Městě.,3.8.1907,29x,A0C502DDB67611DF820F00166F1163D4,VI 31/6 e,1907-08-03,1907-08-03,14.419,50.07337,regional.address,geocode,,,,[],[]
negativ,"Pohled na kolonii nových rodinných domků v Čechově čtvrti v Modřanech - dům ""Jitřní píseň"".",23.1.1911,48x,8F777C9A1D1F11E287846C626D41E503,XII 1258,1911-01-23,1911-01-23,14.40674,50.00254,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
pozitiv,Celkový pohled na dům čp. 349 v Nádražní ulici na Smíchově.,7.11.1926,62x,A0C4F5EDB67611DF820F00166F1163D4,I 8698,1926-11-07,1926-11-07,14.40775,50.06562,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
negativ,Pohled na stavbu ústřední elektrárny v Holešovicích (dům čp. 1).,1899,74x,A14CDEA9B67611DF820F00166F1163D4,VIII 196,1899-01-01,1899-12-31,14.43637,50.10853,regional.address,geocode,Fischer?,,,[],[]
